	('Cell Line: A549', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: CAL-12T', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: Calu-3', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: DMS153', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: DMS53', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1299', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1355', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H1437', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1650', u'Histology: NSCLC', u'Sub-Histology: bronchioloalveolar_adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1666', u'Histology: NSCLC', u'Sub-Histology: bronchioloalveolar_adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1703', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1734', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: true')	('Cell Line: H1781', u'Histology: NSCLC', u'Sub-Histology: bronchioloalveolar_adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1792', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H1944', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H1975', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H209', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H2106', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H2228', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H23', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H2342', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H2405', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H358', u'Histology: NSCLC', u'Sub-Histology: bronchioloalveolar_adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H441', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H446', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H460', u'Histology: NSCLC', u'Sub-Histology: large_cell_carcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H524', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H526', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H661', u'Histology: NSCLC', u'Sub-Histology: large_cell_carcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H69', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H82', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H838', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC15', u'Histology: NSCLC', u'Sub-Histology: squamous_cell_carcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC44', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC78', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC827', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: Lou-NH91', u'Histology: NSCLC', u'Sub-Histology: squamous_cell_carcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')
('AKR1C2', 'Data-Type: Exp')	1.48419308128	-0.0635329240772	0.421658557869	0.643013849451	-0.587329928098	-0.650276511263	1.38435331293	1.55441250088	-0.987393224806	1.24225537134	-1.12455253184	-0.0561930073869	-0.644864734135	0.953891441032	1.47586653579	-0.729746799293	0.322616829703	-1.03876929956	1.34911111366	-1.02288035056	1.45085109136	0.782342641734	-0.827321117048	-1.02016300345	-1.043286355	1.36725859038	-1.15005568076	-1.0125760118	-0.840365720022	-0.00665531356045	-1.06281601918	0.84484663845	1.14822365494	0.208181734772	-1.04027800849	-0.831516139522	-0.892504265715
('KRT19', 'Data-Type: Exp')	-0.197526742124	0.946529830567	0.87592689446	0.49572719097	0.307372758123	-1.58736746839	-1.55369744783	0.538527037944	0.841594554179	0.67423212114	-1.6517600755	0.607493334802	0.904716417219	0.500696443074	-1.43739865385	0.812735808007	0.248498245886	0.207404261574	0.711400149063	-1.20943854006	0.879133421812	0.726782580202	0.777728539456	0.910479266301	-1.55711683718	0.711254285444	-1.55763378773	-0.325616013824	-1.70859595824	0.212257317236	-1.67763652873	-1.52543921476	0.457102999121	0.161714337132	0.893163524145	0.860443100467	0.726312849904
('TACSTD2', 'Data-Type: Exp')	-1.08811612364	1.30681857465	1.07369537645	-0.727790672632	0.826273767144	-0.974392241386	0.384915705985	0.914807290286	1.37773273167	1.25413306134	-1.04665988369	-0.770367146541	1.2411996412	0.420842686555	-1.10214702789	0.839154888773	-1.01276757644	-1.06606733569	0.444010923996	-1.03811770748	1.10088275395	-0.678743566268	1.11211647269	1.32643574364	-1.10060186858	-1.15652335185	-1.05152704401	-1.10469135013	-1.01865429609	-0.983918413959	-1.10072215514	0.0931747751151	0.430967677003	0.465625895857	1.36262107883	1.22973057919	-0.183331862921
('VIM', 'Data-Type: Exp')	0.900987601591	-1.15649027741	0.61930503412	-1.61901965195	-1.28972433097	1.0658985549	0.713682956465	-1.48855050161	-0.360414250699	-1.22348679813	0.978884418748	0.611654688594	-0.291168370652	1.01607666553	0.272649738359	1.01541941936	-1.51536561993	-1.44261293717	1.03367508923	0.981069105047	-1.04882940978	1.08250848034	0.296933670187	-0.925821318072	0.518630693378	0.821679019642	-0.188100339325	-1.60743713398	1.0468909954	-1.42878894683	-0.832492360629	0.629200532593	0.945128254985	0.823269555396	-0.288995251885	0.366699037614	0.967053987522
('AKR1C1', 'Data-Type: Exp')	1.41726445032	-0.893277848755	0.367315481495	0.159468605016	-0.775291499331	-0.807975540882	1.62117811416	1.86888974504	-0.820648815472	0.570907668153	-0.767904122571	-0.373380882671	-0.822952207411	1.52133279083	1.71794591371	-0.712897740026	0.798331132636	-0.518540764088	1.50840507946	-0.697907876568	0.512171833551	0.911249333554	-0.85948948821	-0.862516863659	-0.78218478308	1.57843590141	-1.05504923223	-0.929510808378	-0.891172938624	-0.481845384083	-1.04031644495	0.602198377969	1.1365473007	0.391790505503	-0.882124596415	-0.847976487593	-0.860467908505
('AGR2', 'Data-Type: Exp')	1.02112310594	-1.01712270257	1.39139431968	-0.322317647581	0.303031548523	-1.03049388968	-0.0632467539458	1.61141744414	-0.370091172253	0.0638803020232	-1.06202524465	0.871623503738	1.32543389547	-0.568690992483	1.05145821816	0.114969624474	-1.00249378985	-1.17331244272	0.468584327444	-1.07050506867	0.910448598013	-0.814691163111	1.03060750655	0.904853657066	-1.15652280817	1.60301033029	-1.22614547276	-1.21692865628	-1.14913470603	1.41183069022	-1.02415527335	-0.794527455722	1.4913253648	0.0662177202574	0.726572053343	-0.274360476258	-1.03101649406
('SPP1', 'Data-Type: Exp')	1.37224323668	-0.490023579422	1.67747985906	-0.203479480069	-0.713589775844	0.836887142236	1.63684557452	0.488141991612	-0.826874733544	-0.204355184224	-0.963159550508	-0.960389531719	-0.957777462024	1.50608897581	1.86525124519	0.316599606172	0.402439028602	-0.126152116927	1.23888638759	-0.767420868285	-0.392932701698	1.77489791705	0.855841033406	-0.883546492072	-0.883885223035	1.69810725848	-0.833642100044	-0.874401293307	-0.57937629469	-0.882951765385	-0.820584975015	-0.589040200426	0.611517693668	-0.843191841894	-0.927846646126	-0.685904899347	-0.870700234456
('AKR1B10', 'Data-Type: Exp')	1.91832492152	-0.679564700985	1.25441090407	-0.771106965609	-0.709978106345	-0.792418497791	-0.0897689774317	1.78846560305	-0.565453670898	-0.39711158952	-0.923983407062	-0.0271492755302	-0.830020442953	1.53815870175	1.95087125844	0.28470466464	-0.916518685496	1.61647307236	1.52372719413	-0.907432440164	-0.197809936502	0.402550480521	-0.696094112233	-0.707613182103	-1.02476145934	1.76873140555	0.281447336492	-0.926871055814	-0.915482936517	-0.875920774441	0.0672448015777	0.497630296742	-0.259637198824	0.630294813605	-0.805024780754	-0.556746535559	-0.94656672259
('SRGN', 'Data-Type: Exp')	1.10599702264	1.39620605343	-0.770907421791	-0.911013129099	-0.882718416995	-0.80524202276	1.24562877488	0.046901632386	1.31927139928	-0.6054890034	0.237396999597	-0.839617402769	-0.758979147644	1.54112557782	1.65942800198	0.578328944166	-0.847615495711	-0.90408420316	0.0410324213548	-0.307996188006	-0.312879410473	0.696292173139	-0.89381409658	-0.905067761186	0.321713200015	1.74450226044	-0.877615635858	-0.832456225347	-0.719759163729	-0.845929782038	-0.815072201821	1.61821146549	1.62343172267	1.27722577901	-0.840488615892	-0.933135082884	-0.842813021144
('TGFBI', 'Data-Type: Exp')	0.995394844211	-0.67266958157	0.193276594266	-1.26672240442	-0.377948987763	-0.187448793494	0.815850071724	0.540930894135	0.738605045454	0.894115130563	-1.26508164804	0.663810817432	0.102670501404	0.819595631312	0.456948212745	1.11983609736	-1.43361278888	-1.14035342573	1.1016713574	-0.715819679262	-1.66285762819	0.410374885756	0.948138775424	1.09561372399	-1.56638185992	0.689404114572	-1.21377455391	-1.61541740952	-0.203922727471	-1.52409130967	-1.51540906447	0.324898876688	0.424565578835	0.810140609433	0.86097631251	1.12962024974	1.22507353737
('AKR1C3', 'Data-Type: Exp')	1.33632266005	0.106693234323	0.924539221903	0.4926415798	0.299957051599	-1.2210340505	0.980711716104	1.31938036378	-1.3253917226	0.587266977271	-1.20393765897	0.315445670484	0.115704670432	0.952366370783	1.34226010032	0.138923689277	0.231493210552	-0.173072023903	1.1975905634	-1.41653047623	1.1282067873	0.887089983318	-0.660456504495	-0.328041942396	-1.48543723886	1.22385494091	-1.48544023895	0.186075474381	-1.39537660657	-1.24458689694	-1.21147387163	0.906162339696	0.977667993851	0.528604412804	-1.00935325897	-0.635321249759	-1.38350527157
