	NCIH3255_LUNG	NCIH1703_LUNG	A549_LUNG	NCIH2228_LUNG
ALK	-0.362579416305	-0.185206262642	-0.228310275519	2.64073183531
AXL	-0.345139723606	-0.999396957563	0.881027424417	1.40083115151
PTK7	1.58432144658	-0.644001795834	-0.732399870439	0.220712570377
CSF1R	-1.12127988293	-0.323076400986	0.230511297647	-0.517037627355
DDR1	1.14593161869	-0.303397994284	0.0414915220045	0.114066983309
DDR2	-0.620550301339	-0.487069733102	-0.673685865764	-0.688225685025
EGFR	3.0823070887	0.652065499099	0.668645091053	1.13570937736
EPHA1	2.25283755602	-0.680468244589	-0.898196027363	-0.692648250055
EPHA10	0.659375850949	0.136048984382	0.463342360612	-0.70131001636
EPHA2	1.26708015753	0.594504336264	0.731581079968	0.349992921334
EPHA3	-0.623703924491	-0.484862281696	-0.295058504889	-0.50991231461
EPHA4	2.2007340362	-0.937569141586	-1.0245690821	-0.359750397306
EPHA5	-0.510808827898	-0.497999587595	-0.503808583036	-0.374014513304
EPHA6	-0.723488454554	-0.872514878779	-0.36240407702	-0.421008307691
EPHA7	-0.445635353098	-0.466181234204	-0.346102326902	-0.450395466935
EPHA8	-0.359737478149	-0.750045333866	0.581833844196	-1.10936191674
EPHB1	-0.600189397358	-0.238163310711	-0.508083094061	-0.672603609444
EPHB2	1.25011065284	-0.869344757011	1.04819552576	0.810827278495
EPHB3	1.80971034175	-0.761220982154	-0.648182308925	0.174890882033
EPHB4	1.69059132925	0.415246703052	-0.384644349126	-0.855928098669
EPHB6	-0.502462787575	-0.0809557742175	-0.656671869009	-0.457590281511
FGFR1	-1.55755551925	1.7919046464	1.12936173122	0.899060431585
FGFR2	0.416566618726	-0.527369009519	-0.740693961759	-0.817355012452
FGFR3	3.33920501474	0.471726976864	-0.954147853283	-0.745222931124
FGFR4	-1.13077989716	-0.109553042387	0.847878956028	-0.785339152781
FLT3	-0.344616048679	0.44748890917	-0.119324798521	-0.36009759276
ERBB2	1.90290035597	-0.225814317608	-0.156381455227	-0.245022000862
ERBB3	1.3801412006	-0.957332543599	-0.753316390614	-0.717733774263
ERBB4	-0.352986327898	-0.501418917084	-0.428681690217	-0.425577926903
IGF1R	-0.110307622612	-2.39676061643	1.1081736378	-0.309499565384
IGSF10	-0.353459818365	-0.206618192318	0.323522521149	-0.673429495276
INSR	-0.361981109783	-0.107985715153	-0.564810846486	-0.705365793333
INSRR	-0.438692674879	-0.616337936398	0.387715580551	-0.723793063816
KIT	-0.709403997708	-0.65656835559	-0.725083121038	-0.554448181189
AATK	-1.67966056498	-0.176928741517	0.345973894765	-0.581805910296
LMTK2	1.55622103715	0.0145398652298	-0.843523364181	-1.30904597867
LMTK3	0.958468618854	-0.471938638908	0.439277560805	-0.487256141628
LTK	-0.259653458967	0.210957923222	-0.387189007206	-0.0576896168364
MERTK	2.70154734925	1.04859305045	-0.420659456672	0.164965282882
MET	1.24106086016	0.106893201625	0.858476967722	1.03176514586
MUSK	-0.383416596948	-0.802374907626	0.101240796792	-0.508578937527
PDGFRA	-0.605576367973	3.5989506554	-0.29749801903	-0.648917127448
PDGFRB	-0.469388118275	-0.450720503646	-0.457797915622	-0.727422200544
RET	-0.584225984156	-0.0362004969202	-0.133106636232	-0.159663747628
MST1R	1.43418848125	-0.848519435756	-0.250709426094	0.694733747714
ROR1	1.27133917439	0.0614529485119	0.961698171885	1.69395787545
ROR2	-0.574535959961	0.100531499834	-0.0731862597366	-0.228294039026
ROS1	2.07514513695	-0.0271075504364	-0.323152459593	0.121400231101
RYK	1.20024996027	0.509252816917	-0.466480378144	-0.726385780965
STYK1	1.53494350467	1.35749534149	-0.992587058231	0.523830775207
TIE1	-0.595231551996	-0.446044342831	-0.361983025414	-0.291699977523
TEK	0.882593221272	-0.316227831379	-0.154146828672	-1.17323255959
NTRK1	-0.319244278923	-0.224135240183	-0.528317908755	-0.0600899436557
NTRK2	-0.57205697926	-0.5222843434	-0.0279742669023	-0.700857572951
NTRK3	-0.726051602727	-0.170316529711	1.10103864577	-0.698935683004
TYRO3	0.83373092596	0.312142184092	-0.572933510663	0.074785507565
FLT1	-0.430685297623	-0.622098851478	-0.0357213088498	-0.376531124948
KDR	0.656333717677	-0.353945117694	-0.313737419572	0.456864915478
FLT4	-0.447556553113	0.702027431732	0.370105265465	-0.372820540789
