	NCIH3255_LUNG	NCIH1703_LUNG	A549_LUNG	NCIH2228_LUNG
LOC100009676	-0.742315274952	-0.231293838306	-0.299359195388	-1.27705269222
AKT3	-1.33134278826	1.27325591188	1.01706865958	-0.933920801931
MED6	1.93064959334	-0.342997138729	0.760912824921	1.59049645163
NR2E3	-0.503414948471	-0.608174627167	0.850616673131	-0.871650489987
NAALAD2	-0.429430192967	-0.624100414108	-0.173380841732	-0.363871784355
CDKN2B-AS1	-1.60472607095	1.60416626441	-0.138006119916	-1.05486672996
LOC100049716	-0.507473813498	-0.578169116918	0.087415693388	-0.0848196417908
NAALADL1	-1.05929944828	-0.560607138147	0.180454924082	-0.551785577959
ACOT8	-0.0590811946632	-1.49225916848	-1.59369949161	-1.55553368721
ABI1	-0.955814628676	0.245629487535	-0.322193154778	-0.617498588491
GNPDA1	-0.345920027592	0.300294274149	-0.186148757183	0.737327774051
KCNE3	-0.690330456846	-0.533065666093	-0.375040617373	-0.42355258838
SNHG8	-1.4164392754	-0.156682506959	-0.504296655446	-0.408273150878
ZBTB33	-0.791595822599	0.688783890282	-0.524115891811	-1.12565298527
CDH2	-0.986983548491	0.421066351923	0.971838865196	-1.17599025679
ZSCAN30	-0.209669660691	0.904719969428	-1.89374894483	-0.11579462178
ANKRD26P3	-1.5607510323	-0.120966635061	0.835245775493	-1.22734419787
TANK	0.00893396723162	0.281609097888	0.637159018058	0.257370810918
TMEM170B	0.107598327201	-0.910808500655	0.00957823985661	-1.09566975542
SRA1	-0.109395377909	0.201997604071	0.354111076088	1.10046398855
HOTAIR	-0.728231558992	-0.579214218276	-0.345509143817	-0.71118675601
ZGLP1	-0.809804240436	0.0887201699565	0.0329441582217	-1.19734153272
LOC100126784	0.386648953911	-0.709673493923	-0.59148294794	1.09376441938
EGOT	-0.692491795202	-0.410259741261	0.0889041125709	0.212146674383
GHRLOS	-0.889363207719	0.686397081797	-0.21126001211	-0.593031375517
LOC100127888	-0.506324942961	-0.303142956167	-0.0535356495679	-0.384727487603
LOC100127891	0.397352109235	-0.289293685599	0.790398369145	-0.135965790022
HECW1-IT1	-0.181754279061	-0.303190638749	-0.384567760835	-0.678102664567
LOC100127974	-0.162847908985	1.06216122275	1.16331837456	-0.327877280444
LOC100127983	-1.21850848121	0.595214770684	0.0167261988466	-0.962703541922
WWTR1-AS1	-0.76007486181	0.734579276386	0.407241365782	0.0787455452389
LOC100128071	-1.4492115138	-0.750624584854	-0.690279179194	-0.387128457569
LOC100128098	-0.131003078894	-0.563465509603	-0.405133617251	-0.20324798899
HGC6.3	1.07583374494	-0.579511198252	0.235563578561	1.063196805
LOC100128126	0.0628392701913	-0.373870251708	0.4632889733	-1.56467031185
LOC100128139	-0.41977402573	0.354149762564	-1.85178286093	-0.69706257139
LOC100128164	-1.42231055819	-0.0882043180479	1.28025789009	-0.349724353677
LOC100128176	-0.87281325364	-1.17469676717	0.452592973616	0.202726020823
LOC100128191	-0.854422783102	0.985225646748	-0.259062142634	0.450567422975
LOC100128239	-0.0962667473446	0.152929745863	0.554755752281	-1.42421269824
LOC100128252	-0.928530266543	2.1084438738	-0.691874663087	-0.852691666903
LOC100128288	1.1767349783	-0.302478970722	-0.161302120615	-1.0237437785
LOC100128292	-1.6543119153	0.447929989661	1.11088572056	-0.336466901066
LOC100128343	-0.459508614127	-0.0697514713926	-0.329843907413	-0.216786503037
LOC100128361	-0.648816866536	-0.31709483858	-0.726729885742	-0.64839139522
LOC100128374	-0.242095012094	0.829832965557	-0.990827119434	-1.02577695156
LOC100128496	-0.667531239577	-0.260776604627	0.88343855882	0.16842302219
LOC100128511	-0.214986558801	-0.404114550695	-0.0570171260505	0.540578571665
LOC100128554	0.431121827713	-0.44616204412	0.707109480885	0.0838796834301
LOC100128590	-0.184811198101	-0.590550020158	-0.106187056485	-0.60593251524
LOC100128640	-0.964710842911	0.0846134285957	-0.636726847987	-0.855132635168
LOC100128653	-1.06876773046	-0.866942238594	0.412516103351	-1.0499800374
OST4	0.867287866202	0.91547047539	0.943658940629	-1.39635241867
LOC100128737	-0.10368753601	-0.0512550253837	0.180581449062	-1.86499268043
LOC100128750	0.525445817008	-0.772944424878	1.78095724932	0.813777215184
LOC100128751	-0.587434385973	-0.547995296501	0.0827205681134	-0.710051630628
LINC00476	-1.23899204405	0.083937298987	-1.03186262305	0.516423054723
LOC100128788	-1.48797766037	0.0920675704924	-0.562772644291	0.698823439256
LOC100128822	0.780100654817	-1.18843467168	-1.42338106012	-0.272806381354
LOC100128840	1.09583322485	-0.209622348135	0.373906990846	-0.307340896286
LOC100128881	0.478455442089	-0.882196861349	1.15297633967	-1.1195437686
LOC100128893	-0.667020947478	-0.458604704727	-0.182647767298	-0.736905782791
LOC100128909	-0.754078819274	-0.457804178542	-0.230737763635	-0.343856157677
ZBTB42	1.64658268275	1.65856085336	-0.628427481258	-0.170961142042
LOC100128946	-1.25548025177	0.445086688557	0.331135928209	-0.0108637972615
MAPT-AS1	-1.09478275378	-0.837710011271	-1.16591344279	-2.40195875567
LOC100128993	-0.560071354892	-1.40322134671	2.23761213343	-0.869595341027
C20orf181	-1.94623429746	-0.866453606487	0.227979107961	0.209713336641
LOC100129034	1.18824224415	-1.33202158408	-1.03152495908	1.34383533003
LOC100129098	-0.890180852263	-0.815998023219	0.155592048964	-0.496838406688
LOC100129104	-0.56807613433	-0.918940255081	-0.0380503158518	0.889694491056
KHDC1L	-0.675632792401	-0.0416297989074	-0.344532479329	2.20379358201
LOC100129195	-0.617619093349	0.217311130938	-0.726557194504	-0.278612727108
LOC100129196	-0.814311785267	0.015468034739	-0.809359652856	-0.377336134471
LOC100129250	-0.706538044441	-0.959537887545	-0.221510438169	-0.569122217646
C1orf68	-1.22613639614	-0.215979680313	0.225402213901	-0.676905794163
LOC100129361	-0.00895187280053	2.16452606188	0.459630551185	-0.385045874033
LOC100129387	-1.87381988086	-0.290474825942	0.320070073663	-1.08632710596
LOC100129427	-1.28941155883	0.00695177109239	0.173736875124	-1.43439085488
DPY19L1P1	0.832652283851	0.428021421992	0.573307873408	-0.0174646090173
LOC100129463	0.432396189747	-0.257520764777	-0.41312066586	-0.811450143059
LOC100129476	-0.199513513299	0.887113873631	0.163878571893	0.444641333005
ZNF37BP	-1.6882315775	0.672377729872	-1.64020481924	-0.858003697777
LOC100129502	0.179476219396	0.00275265004848	0.00197446657267	1.08961376363
LOC100129550	0.0639628474562	0.269088444488	0.252436538632	0.359312117253
LOC100129597	-0.11561306854	0.0612987258585	-0.520989007796	0.0423541038197
LOC100129617	-0.644663448466	-0.0258373468818	1.03520087313	-1.24689254288
LOC100129620	-0.956514589633	-1.01442392691	-0.586420615708	-1.8563852834
TCF24	-0.823662234012	-0.444966795946	-0.681146486171	-0.462045264785
LOC100129662	-1.38002143706	-0.73642828107	0.246593054591	-1.14958369242
LOC100129716	-1.71845078538	1.72785094732	0.303771100614	-0.131637146481
LOC100129722	0.0625454039919	-0.648751399821	0.677673441033	-1.04928493764
LOC100129726	-1.51569565244	-0.264803720104	-0.0930295897394	-0.663312960705
CCDC152	-0.503034789564	-0.390864818869	-0.544293145456	-0.347651886132
LOC100129794	0.671672172914	0.584485773988	0.0412012593019	-0.14389445402
MRVI1-AS1	0.723851146776	-0.349971099478	-0.652712451641	-1.3080808641
LOC100129845	-0.230651503824	1.16842026333	0.822704912646	-0.886466625251
LOC100129858	-0.030897674859	-0.712271032467	-0.236435606842	-0.642197602793
LOC100129917	-0.423329709308	0.493769444359	-0.479189724535	-0.490843895826
LOC100129935	0.60373497064	0.00576107116666	0.433616957691	-0.697321968559
LOC100129960	-0.387872056426	0.833649914154	-0.241689709488	1.32360705297
LOC100129961	-0.248506745462	-1.21510854582	0.271547069374	-0.698962797184
LOC100130100	0.103294611667	0.142644965151	-0.0527060090284	0.132323330744
LOC100130111	-0.637486365031	-0.428047710727	2.99776621224	0.209141675248
LOC100130155	-1.12449699675	-0.350258068587	-0.389101626611	-1.25095933509
LOC100130219	-2.22421095771	2.20706504303	0.152008973985	-0.711512641713
PP2672	-2.45444390631	-0.767094524028	0.509387148667	-0.633974860195
LOC100130264	0.231038797718	0.448170642848	0.743052272077	-1.14566301737
LOC100130275	-0.168314920081	0.407064538366	0.000162338672432	0.134855413686
LOC100130331	-1.50254440568	-0.268339530607	0.464808120758	-1.05167159338
LOC100130357	-0.829904021688	-0.282189630418	-0.221915286939	-0.79609909443
CECR7	-0.314496694036	1.14089760339	-0.445685751336	-0.57711958788
LOC100130428	-1.6653611435	-0.593220270049	-1.6544741402	0.168972669037
PP14571	1.88593897231	-0.320541389847	-0.299929477077	-0.46177131224
LOC100130452	0.0976387103693	-0.711443546271	-0.359053154458	-0.179765625226
LOC100130458	-0.441807372495	-0.29625594639	-0.252326794384	-0.447480167526
LOC100130502	-0.905800232975	2.20772989151	0.837648894032	-0.706170280942
LOC100130503	-0.568804715062	-0.401785801127	-0.0159444860928	-0.332304809248
TMEM221	-0.63598422952	-0.299647351623	1.02912149401	-0.216122171577
LOC100130522	-0.687717591477	-0.434955311468	-0.253783812453	-0.535482952359
LOC100130548	0.0228279641214	-0.686696881159	1.22988945469	-1.30513591471
LOC100130557	-1.5061544204	-0.546608526832	-0.681666748707	-0.130806936709
LOC100130581	-0.259975065339	0.739854642793	0.144995182765	-1.57158417125
CXorf64	1.60351007969	0.564234029205	-0.333735720823	-0.670975343876
LOC100130691	0.654168731646	-0.00616275740123	-0.0707442906551	0.718924658085
LOC100130700	-0.712914169859	-0.346756737794	-0.746391170293	-0.221318081085
LOC100130705	-0.907822009981	-0.281506103909	-0.667233029096	-0.838540700102
CECR5-AS1	-0.526827484594	0.35160564626	0.630470157225	0.414124097004
LRRC70	-0.649523837341	-0.469765032653	-0.402916262942	-0.6087133761
LOC100130776	-0.927513519548	0.874009076573	1.48639013899	1.32469877656
LOC100130815	-0.496238403761	-0.780384543069	-0.00999223668429	-1.89640398726
LOC100130855	-1.06200102922	-0.088657373333	-0.00119299829062	-0.704427081666
LOC100130856	-0.779732735914	-0.696760839948	-1.76595742015	-0.225845097661
LOC100130872	-1.20279700052	-0.708603720156	0.633286655818	0.0122525564468
PSORS1C3	-0.55073331341	-0.653128502166	0.030240064143	-0.103395765399
LOC100130894	-0.692231064707	-0.0920159224976	-0.587802313346	0.943843468695
C17orf110	0.672337202514	-0.845449936151	1.42158648648	0.0446532745519
LOC100130938	-0.613133524093	-0.503736868546	0.326843928567	-0.696852993433
LOC100130950	-2.21631440476	-1.13930871115	0.558859469364	-0.677442498052
SYCE1L	-0.199883537284	-0.645384636868	1.34512389514	0.580551482019
LOC100130964	-0.411943019588	-0.971371951012	-0.224663386957	-1.43296218203
C6orf99	0.281694622503	-0.0448312422671	2.51155300371	-0.370031317448
LOC100130987	0.183514548799	0.241336365987	-0.751338520312	-0.8013009765
LOC100130992	-0.0218211068278	-0.627053243018	-0.775157703764	0.355601729075
LOC100131067	-0.646746109192	0.260741261879	-0.530524352295	0.0257098769656
LOC100131096	1.48703531801	-0.736606555431	-0.807966909843	-0.743957292761
ZBTB20-AS1	-0.451020074756	-0.474967945828	1.88466409773	0.682439857704
LOC100131138	-0.488503528828	-0.341925533346	0.048544423066	-0.146126328597
TSTD1	0.961366755698	-0.468405943165	-1.53396943528	0.448371600884
TMEM194B	0.390524110366	-1.09752969212	-0.0692440426578	-0.0232897914434
ZNF503-AS2	-0.00236612134487	-0.0817143980801	0.471878766576	0.274467612651
NSAP11	-0.62998728212	-0.508920035082	-0.3059661556	-1.15637294579
LOC100131283	-0.151488303566	0.441517935826	0.796363871445	0.446715201972
LOC100131316	-0.740621665579	-0.962191801105	-0.120162293327	-0.243527799703
