	('H2228', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H1975', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('H2405', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC44', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1792', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Lou-NH91', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC15', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H460', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1355', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('A549', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1944', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1703', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1299', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H23', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H661', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H838', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC78', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H441', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1781', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H358', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('HCC827', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Calu-3', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1666', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1437', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1650', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('CAL-12T', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2342', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1734', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: true')	('H526', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H2106', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H209', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('DMS153', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H69', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H82', 'Histology: SCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H524', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H446', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('DMS53', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')
('PCLO', 'Data-Type: Exp')	-0.821630628337	0.290552343574	-0.633965335527	-0.944364813532	-0.642965912907	1.79438921784	-0.971086164253	-1.02971091516	-0.473762957789	-0.995011489143	-0.688961261028	-0.259423044494	-0.353751365196	-0.406118714881	3.12183224366	-1.02251557133	-0.453482035051	-0.428987046322	0.238539364851	-0.0647059364367	-0.727254464774	-0.253586771714	0.46054804378	-0.971416613784	-0.755409988712	-0.750679664869	-0.304373081724	-0.37750423326	0.283949472388	0.94157741806	1.45954760078	1.88135307576	1.65304249063	-0.350382337653	0.527862393469	0.818686352785	1.20917033029
('LOC728392', 'Data-Type: Exp')	-0.645700252933	-0.193841160975	-0.777210410155	-0.62401129474	-0.863852603544	1.49373063741	-0.658141316398	-0.675335151184	-0.625700700933	-0.00798492747461	-0.65630937115	0.465091911092	0.276288400971	0.0293083835987	2.02206119786	-0.649277444416	-0.628000918816	-0.737647250343	-0.959084856777	1.31063897583	-0.790315186403	-0.678418109311	-0.832696798877	-0.770692309776	-0.430646534847	-0.624430095057	-0.821462664046	-0.199593664984	0.781787241656	1.19221302221	3.41246355697	0.924610395522	1.12595342392	-0.0602722695617	1.15632110027	0.426160625444	-0.706003580043
('ROBO1', 'Data-Type: Exp')	-0.376756232907	0.0796542793435	-1.07356012191	-0.329184455195	-1.91305835183	0.466272972611	-1.79556837345	-0.635045255433	-0.452364179611	0.250647406106	-0.443300685354	0.638928339764	0.231478946873	0.633757401228	1.21838191285	-0.369029813975	-0.340667623094	-0.218636900928	0.246484950528	0.271542367601	-1.95318432078	0.534851099061	0.753138820667	-1.74342457784	0.605623554193	-1.06496959502	-0.571790582359	0.291600639539	-1.56824414758	0.666376726844	0.499101791925	1.5910022286	1.75777891981	0.64763796532	1.3839333444	1.72820132275	0.352390227249
('ARMCX2', 'Data-Type: Exp')	0.944681906257	0.112092169783	0.284737317299	-1.15079056485	-0.578028656917	-0.941997734216	-0.985766279584	-0.793775250435	-1.05855343669	-1.1961566931	-0.948275548028	1.47762687385	-1.09744663615	0.877440144326	2.03252037986	0.557075682102	0.0478369733671	-0.850414220159	-1.27468309611	0.0503313265895	-0.783030020081	-1.05716023991	0.78068755836	-0.952683123692	0.0691689821722	-0.98309998919	-0.966665661269	-0.439039789196	1.55889668614	1.52957887001	0.83902187916	1.13219329784	0.269542369818	0.561677108498	1.36177999079	0.119818807109	1.45085861626
('ID4', 'Data-Type: Exp')	0.498532389686	0.571071870142	-1.37266046291	-1.09087798442	-1.27446008989	-0.599597976765	0.121493882395	-1.15721757789	1.53546525797	-0.561799397013	-0.916834893112	-0.555976820544	-0.341703173104	-0.0481178173781	0.861924439978	-1.24427430456	-1.29722952781	-1.27609022241	0.646597250924	0.574270273259	-0.563226471311	-0.981545298525	0.368505709793	-0.675027967404	0.406138537367	-1.19442303874	1.14633675857	0.230272644345	0.200807007366	1.3817926842	2.29951195904	1.81946815452	1.35424287794	-0.0201193941127	-0.29840691004	0.300425482346	1.15273214811
('GPNMB', 'Data-Type: Exp')	1.2983859817	1.75497092101	-0.1878080261	-1.21471037408	-1.34039556558	0.260992830134	-0.0923490864249	-0.586602854293	0.260708316899	-0.124688154337	-0.0556826129224	-1.19706648259	-0.929404663705	-1.09458924824	2.14556371664	0.112819784934	-1.10382710801	-0.966348413222	1.39745403282	-0.772702554032	-0.841495502091	-0.318635262834	-1.17890151122	-1.34629887596	0.709421421834	-0.0206286826341	1.67186953551	-0.155978277588	-0.31656948868	1.65186766708	0.759744530603	1.31839508734	-0.380935971691	-0.625826780624	0.0488943200529	0.219647041189	1.24071030913
('OXCT1', 'Data-Type: Exp')	0.332781782723	0.0810918644088	-1.51295779554	0.362908395799	0.655350562441	-0.0446797377327	0.213123074918	0.614386520706	-0.209042838757	-1.36081877058	-0.077858231003	0.816011560386	-0.416410847901	0.351017137951	0.435235558747	0.951644971424	-0.548780014466	-2.43510229216	0.800923420928	-0.205919028726	-0.671557394457	-0.0573194083997	0.176523347452	-2.20916725132	0.552401269767	-2.57938155534	-1.01146012296	1.02532738383	1.18476614543	1.15319123081	0.655617159532	1.26956343014	0.579591889607	-0.70784371335	0.852313292815	0.998182433723	-0.0136534308322
('C9orf125', 'Data-Type: Exp')	0.881585931095	-1.401388681	0.292097250548	0.296240543331	-0.335193219023	-0.884448201667	-0.583360883725	1.09895526567	-1.08390969404	0.96133444696	0.765918093666	0.978971406868	-1.07256060315	0.503774218476	1.04117782646	-1.20766506789	-0.30075662161	-1.27574535624	-1.30605401452	-1.29515621135	-1.03608909844	0.545561377001	-1.08019246511	-1.23941367944	0.871900518122	-0.918096827703	-0.900403936632	0.608861744332	0.328532016159	1.00052628988	1.17891763598	0.982117808931	1.35389718117	-1.19010268287	1.6389190952	1.1223909711	0.658857623471
('PPP2R2B', 'Data-Type: Exp')	2.81915754634	-0.71347646261	0.372014448193	-0.528705294332	-0.147220014009	-0.722473926617	0.221076179317	-0.564687956813	-0.490622116884	-0.678967923384	-0.43529435344	-0.573878539819	-0.524244743449	-0.524735564518	-0.59079554287	-0.507217070485	-0.504695456495	-0.60350542914	-0.613938281931	-0.647524940774	-0.449762784644	-0.713840013278	1.00593282215	-0.749307507309	-0.574352207051	-0.30751708416	-0.54036326307	0.207915866496	-0.543693320782	0.194639903616	2.03388423128	0.0109782012248	0.828777957353	0.597195075511	1.07693089207	3.54851101392	0.333805660393
('ARMCX1', 'Data-Type: Exp')	1.19287207169	0.75757573519	0.344420576691	-0.738971356609	0.399094010995	-1.03996555984	-0.800079296551	-1.35914917058	-1.2272463889	-0.411862376747	-1.06876127135	0.763400798542	0.69581382351	0.0272936153809	-0.620158923766	0.979856712573	0.623319441062	-1.02589250713	-1.20539683515	-1.14401298724	0.680550262844	-0.111714669648	0.648068211309	-1.24632856825	-1.14117401647	-1.07004825979	-1.14864055761	0.88341465343	-1.28990369179	1.9277529487	0.850674593019	0.618233042718	0.20385987277	1.24273370593	1.06380302201	1.69394713826	1.05262220079
